Name,Latitude,Longitude,Purpose,River,Nearest City,District,Elevation,Type,Length (m),Max Height above Foundation (m),Slope(%),Seismic_Zone,SoilType_Main,SoilType_Secondary,NearestRiver,RiverDistance(km),RiverFlowRate(m/day),Rainfall_2020,Rainfall_2021,Rainfall_2022,Rainfall_2023,Rainfall_2024,Rainfall_5yr_Avg,MonsoonIntensityAvg(mm/wet_day),Jan NDVI,Feb NDVI,Mar NDVI,Apr NDVI,May NDVI,Jun NDVI,Jul NDVI,Aug NDVI,Sep NDVI,Oct NDVI,Nov NDVI,Dec NDVI
Dabasang Dam,22.2533,69.9094,Irrigation,Veradi,Lalpur,Jamnagar,59.0,Earthen / Gravity & Masonry,4060.0,18.32,1.8018,4,Vertisols,Cambisols,"Indus, River",315.1888,0.0,1176.0,1052.6,785.8,687.0,1313.6,1003.0,21.27,82.0,78.5,61.5,50.5,47.5,32.5,39.0,61.5,24.5,97.0,83.0,80.0
Dadar Dam,21.8672,70.5266,Irrigation,Tedi,Jam Kandorna,Rajkot,80.0,Earthen,3111.0,14.5,0.0,3,Vertisols,Cambisols,"Tapi, River",248.0392,0.0001,1327.8,950.4,854.0,835.4,1525.1,1098.54,18.31,36.0,44.0,55.0,74.5,90.5,66.5,35.0,61.5,29.0,32.0,14.0,27.0
Daiminisar Dam,21.9027,70.0355,Irrigation,Dai,Jam Jodhpur,Jamnagar,97.0,Earthen / Gravity & Masonry,3840.0,25.0,0.9009,3,Vertisols,Cambisols,"Tapi, River",298.0682,0.0001,1336.0,898.0,826.6,864.5,1484.0,1081.82,20.34,102.5,87.5,60.0,66.5,50.5,44.0,52.5,41.0,122.0,107.0,103.0,100.0
Dalvada Dam,22.9108,73.6441,Irrigation,Kotar,Shehera,Panch Mahals,131.0,Earthen,1610.0,14.2,0.0,3,Vertisols,Luvisols,"Unknown, Lake",42.0945,-0.0004,1359.2,1168.0,914.9,1272.8,1398.9,1222.76,16.75,126.5,116.5,91.0,77.0,97.5,88.0,47.0,90.5,111.5,121.5,106.0,80.0
Dangra Dam,22.3858,70.4811,Irrigation,Ghel,Dhrol,Jamnagar,73.0,Earthen,120.0,13.7,0.0,4,Vertisols,Cambisols,"Mahi, River",267.0182,0.0,1278.2,1028.5,899.7,710.4,1300.6,1043.48,22.06,113.5,109.0,66.5,62.5,62.0,42.5,54.5,90.0,74.5,97.0,81.0,77.0
Dantiwada Dam,24.3327,72.3602,"Flood Control,Irrigation",Banas,Dhanera,Banas Kantha,181.0,Earthen / Gravity & Masonry,4832.0,61.0,0.0,4,Unknown,Unknown,"Som Kahmla, River",168.7155,-0.0002,729.4,946.6,984.9,1042.9,782.9,897.34,16.12,19.5,20.0,13.0,41.0,49.0,41.0,28.5,31.0,53.5,27.0,68.0,110.0
Daria Dam,21.7133,73.0841,Irrigation,Local Khadi,Jhagadia,Bharuch,2.0,Earthen,440.0,15.85,0.0,3,Unknown,Unknown,"Narmada, River",20.315,-0.0001,1178.3,1253.8,1211.9,1069.9,1902.7,1323.32,16.61,71.5,64.5,77.0,65.5,68.5,76.0,53.0,67.5,31.5,120.5,94.0,59.0
Darsadi Dam,23.033,69.4502,Irrigation,Kharo Chhello,Mandvi,Kachchh,82.0,Earthen,629.75,13.9,1.8018,5,Unknown,Unknown,"Indus, River",220.2168,0.0,1011.1,717.5,815.3,845.7,1119.5,901.82,20.45,61.5,58.5,50.5,51.0,56.5,53.5,63.0,68.5,122.0,91.5,74.0,80.0
Debhari Dam,22.75,72.6794,Irrigation,Vahela,Vadasinor,Kheda,20.0,Earthen,240.0,12.63,0.0,3,Vertisols,Cambisols,"Mahi, River",53.2821,0.0,1065.6,1071.7,923.3,995.5,1558.6,1122.94,18.47,102.0,94.5,84.0,79.0,79.5,89.5,88.0,67.5,103.5,111.0,91.0,85.0
Dedarani Dam,23.8155,68.7694,Irrigation,Bakrod Nadi,Lakhpat,Kachchh,26.0,Earthen,801.95,14.1,2.7027,5,Cambisols,Arenosols,"Indus, River",111.663,0.0,460.0,286.9,599.3,417.1,614.1,475.48,19.16,57.0,54.5,50.5,46.0,48.5,42.0,40.5,49.0,68.0,79.5,71.0,69.0
Dedhia Dam,22.9841,69.1224,Irrigation,Local Stream,Mandvi,Kachchh,32.0,Earthen,2021.34,12.97,3.6036,5,Vertisols,Fluvisols,"Indus, River",200.8791,0.0,1029.2,692.5,891.8,858.0,1291.6,952.62,21.76,73.5,80.5,70.0,64.0,63.0,57.0,45.0,66.5,30.5,94.0,85.0,84.0
Demali Dam,22.95,73.6344,Irrigation,Kotar,Shehera,Panch Mahals,129.0,Earthen,760.0,13.12,0.9009,3,Vertisols,Cambisols,"Mahi, River",40.0697,0.0002,1414.5,1160.4,921.7,1229.6,1388.3,1222.9,17.03,85.5,75.0,75.5,70.5,79.5,88.5,43.5,22.5,71.5,98.5,105.0,80.0
Demi I Dam,22.6386,70.7541,Irrigation,Demi,Morbi,Rajkot,60.0,Earthen / Gravity & Masonry,4023.0,17.0,1.8018,4,Vertisols,Cambisols,"Mahi, River",239.6502,0.0,1217.8,961.8,969.6,779.8,1291.1,1044.02,22.37,96.0,89.5,77.0,58.0,64.5,55.5,44.5,88.5,21.0,107.5,86.0,75.0
Demi II Dam,22.7072,70.7286,Irrigation,Demi,Morbi,Rajkot,39.0,Earthen / Gravity & Masonry,3675.0,16.2,0.0,4,Unknown,Unknown,"Mahi, River",243.0019,0.0,1165.7,1022.4,971.6,779.0,1263.0,1040.34,21.6,84.0,87.5,68.0,55.0,59.0,52.5,61.5,64.5,16.5,88.5,77.0,69.0
Demi III Dam,22.7425,70.6094,Irrigation,,Jodiya,Jamnagar,23.0,Earthen,70.0,18.5,2.7027,4,Vertisols,Cambisols,"Mahi, River",255.604,0.0,1056.7,999.2,950.9,765.8,1304.0,1015.32,21.23,86.5,96.0,58.5,65.5,59.5,51.5,44.0,86.0,34.5,115.5,87.0,81.0
Deo Dam,22.5044,73.4711,"Flood Control,Irrigation",Dhadhar,Halol,Panch Mahals,107.0,Earthen / Gravity & Masonry,2385.0,26.15,0.9009,3,Vertisols,Luvisols,"Mahi, River",40.9621,0.0,1106.0,1166.7,1046.1,1133.0,1493.5,1189.06,15.61,67.0,71.5,61.5,64.0,53.0,66.5,43.0,61.0,56.5,75.5,78.0,72.0
Devalia Dam,23.0588,69.96,Irrigation,Machu,Anjar,Kachchh,82.0,Earthen,2514.0,13.0,1.8018,5,Vertisols,Cambisols,"Indus, River",259.4068,0.0,731.2,684.1,929.2,699.9,969.7,802.82,21.84,66.0,67.0,60.5,61.0,64.0,58.0,56.5,81.0,39.0,95.5,82.0,80.0
Devedhari Dam,22.1152,71.4833,Irrigation,T/Keri,Jasdan,Rajkot,149.0,Earthen,137.0,13.7,1.8018,3,Vertisols,Cambisols,"Mahi, River",168.0857,0.0,887.5,880.4,658.9,600.9,1276.3,860.8,16.31,116.0,105.0,79.5,78.0,73.5,66.0,70.0,97.5,44.5,103.5,86.0,88.0
Devsar Dam,23.3719,69.3166,Irrigation,Local River,Nakhtarana,Kachchh,92.0,Earthen,1430.0,15.77,0.9009,5,Luvisols,Vertisols,"Indus, River",185.6466,0.0,847.5,458.1,605.8,631.2,795.7,667.66,21.15,92.0,84.5,72.5,67.0,65.5,65.5,68.0,69.5,77.0,92.5,94.0,97.0
Dhameli Dam,21.7266,71.3844,Irrigation,Rangholi Nadi,Lathi Damnagar,Amreli,120.0,Earthen,640.0,12.5,1.8018,3,Vertisols,Cambisols,"Tapi, River",158.8373,0.0001,1182.1,935.7,665.2,581.1,1355.4,943.9,16.41,78.5,74.0,61.5,59.5,65.5,57.0,81.5,68.5,31.0,89.5,81.0,71.0
Dhamnod Dam,22.9511,73.6272,Irrigation,Kotar,Shehera,Panch Mahals,128.0,Earthen,725.0,12.0,0.0,3,Vertisols,Luvisols,"Mahi, River",40.2883,0.0002,1414.5,1160.4,921.7,1229.6,1388.3,1222.9,17.03,90.5,84.0,87.0,73.5,85.0,83.0,46.0,47.0,26.5,117.5,105.0,83.0
Dhamod Dam,23.1108,73.4469,Irrigation,Kotar,Lunavada,Panch Mahals,94.0,Earthen,1160.0,16.0,2.7027,3,Vertisols,Cambisols,"Mahi, River",40.9351,0.0002,945.8,1189.2,874.2,1277.0,1333.7,1123.98,15.96,114.5,104.5,90.5,71.5,97.0,78.5,73.5,77.5,118.0,117.5,90.0,69.0
Dhaneti Dam,23.2841,69.6819,Irrigation,Local Stream,Bhuj,Kachchh,80.0,Earthen,1160.0,13.0,0.9009,5,Luvisols,Cambisols,"Indus, River",221.8517,0.0,642.4,583.9,660.2,602.9,759.2,649.72,19.32,67.0,63.5,57.0,53.0,59.0,55.5,58.0,63.5,70.5,77.0,70.0,98.0
Dhaniyawala Dam,22.0452,73.7319,Irrigation,T Narmada,Naswadi,Vadodara,73.0,Earthen,515.0,12.95,5.4054,3,Vertisols,Luvisols,"Narmada, River",27.3926,0.0001,1127.2,1150.6,1099.6,1129.8,1711.8,1243.8,15.25,94.5,84.0,80.0,81.5,79.0,66.0,79.5,38.0,112.0,121.0,119.0,85.0
Dhanora Dam,22.38,73.1024,Irrigation,Local Stream,Waghoriya,Vadodara,37.0,Earthen,1829.0,15.0,1.8018,3,Vertisols,Cambisols,"Mahi, River",7.4512,0.0,1133.8,1083.4,971.2,995.3,1585.3,1153.8,17.15,101.5,90.0,87.5,91.0,108.0,99.0,6.0,120.0,43.5,124.0,105.0,85.0
Dhansarvav Dam,22.5041,73.4711,Irrigation,Kotar,Halol,Panch Mahals,106.0,Earthen,2025.0,12.19,0.0,3,Vertisols,Luvisols,"Mahi, River",40.9566,0.0,1106.0,1166.7,1046.1,1133.0,1493.5,1189.06,15.61,67.0,71.5,61.5,64.0,53.0,66.5,43.0,61.0,56.5,75.5,71.0,72.0
Dhareshi Dam,23.6794,68.8677,Irrigation,Korawadi Nadi,Lakhpat,Kachchh,70.0,Earthen,1570.0,10.73,0.0,5,Luvisols,Arenosols,"Indus, River",128.5185,0.0,457.3,324.9,630.1,491.5,706.4,522.04,19.17,76.0,72.0,61.5,57.0,59.0,48.0,41.5,33.5,97.5,103.5,78.0,80.0
Dhari Dam,22.0513,71.2088,Irrigation,Sukhbhadar,Jasdan,Rajkot,197.0,Earthen / Gravity & Masonry,909.0,29.28,1.8018,3,Vertisols,Cambisols,"Tapi, River",189.9501,0.0001,962.5,950.2,671.3,623.7,1453.7,932.28,16.01,109.5,100.5,67.5,90.5,95.0,65.5,73.5,110.0,58.5,97.0,80.0,84.0
Dhariya Dam,22.4436,73.6652,,Kotar,Halol,Panch Mahals,196.0,Earthen,227.0,44.0,32.4324,3,Leptosols,Vertisols,"Unknown, Lake",44.6392,-0.0004,1061.3,1241.9,1082.6,1108.0,1531.4,1205.04,14.6,111.0,97.0,83.0,61.5,81.0,83.0,66.5,29.0,92.0,15.0,129.0,91.0
DhatarwadiI Dam,21.0291,71.4241,Irrigation,Dhatarwadi,Rajula,Amreli,28.0,Earthen,5258.0,25.0,2.7027,3,Vertisols,Cambisols,"Tapi, River",147.9066,0.0001,972.1,1233.9,804.9,835.6,1230.6,1015.42,15.37,32.0,41.5,53.5,77.0,31.0,37.5,28.0,47.5,56.5,51.0,86.0,71.0
DhatarwadiII Dam,21.0383,71.4205,Irrigation,Dhatarwadi,Rajula,Amreli,31.0,Earthen,3369.0,21.79,0.9009,3,Vertisols,Cambisols,"Tapi, River",148.1059,0.0001,972.1,1233.9,804.9,835.6,1230.6,1015.42,15.37,104.0,108.5,79.0,65.5,62.5,51.5,32.0,19.5,52.0,110.0,85.0,66.0
Dhavada Dam,23.3097,69.3238,Irrigation,Local River,Nakhtarana,Kachchh,140.0,Earthen,1347.56,14.7,2.7027,5,Luvisols,Vertisols,"Indus, River",190.4343,0.0,910.0,530.8,655.7,655.3,851.8,720.72,21.77,93.5,95.5,75.5,68.0,70.5,63.5,76.0,101.5,96.0,100.0,87.0,93.0
Dhingalwada Dam,23.355,73.768,Irrigation,Kota,Santrampur,Panch Mahals,139.0,Earthen,439.0,22.0,4.5045,3,Vertisols,Luvisols,"Mahi, River",9.8031,0.0002,1012.9,1321.0,932.7,1319.4,1486.1,1214.42,16.43,93.0,85.0,75.0,70.5,83.5,95.0,66.0,35.0,8.5,1.5,112.0,75.0
Dholi Dam,21.7163,73.3277,Irrigation,Madhumati,Jhagadia,Bharuch,135.0,Earthen,1280.0,36.0,0.0,3,Unknown,Unknown,"Narmada, River",16.2462,-0.0001,1258.0,1312.8,1212.0,1031.1,1816.4,1326.06,15.31,89.0,77.0,65.0,64.5,67.0,57.5,57.5,28.0,50.5,10.5,103.0,72.0
Dhrafad Dam,21.3472,70.7052,Irrigation,,Visavadar,Junagadh,115.0,Earthen,3785.0,16.05,0.0,3,Vertisols,Cambisols,"Tapi, River",220.4889,0.0001,1278.2,1169.0,746.8,830.9,1286.8,1062.34,16.67,122.5,101.5,76.5,101.5,109.0,50.5,37.0,67.5,122.0,93.0,94.0,101.0
Dhrufania Dam,21.7294,71.5538,Irrigation,Localstream,Lathi Damnagar,Amreli,82.0,Earthen,549.0,11.0,0.0,3,Vertisols,Cambisols,"Tapi, River",142.5604,0.0001,1075.0,985.8,776.8,636.2,1383.8,971.52,17.05,82.0,75.5,70.0,59.5,59.5,59.0,58.0,58.5,38.0,113.5,98.0,92.0
Dhunai Dam,23.0577,69.4936,Irrigation,Local Stream,Mandvi,Kachchh,120.0,Earthen,375.3,25.29,0.0,5,Vertisols,Cambisols,"Indus, River",221.6951,0.0,1221.7,768.3,809.7,818.6,1024.0,928.46,21.64,80.0,76.0,66.0,63.5,64.5,59.5,62.0,94.5,94.5,116.5,94.0,102.0
Diwaniya Dunger Dam,24.1741,72.4302,Irrigation,T Of Banas,Palanpur,Banas Kantha,218.0,Earthen,525.0,22.0,1.8018,3,Cambisols,Vertisols,"Som Kahmla, River",158.4958,-0.0002,920.7,1123.1,1013.3,1005.8,781.8,968.94,17.17,47.5,48.0,51.5,53.5,58.0,49.5,49.5,63.0,70.0,56.0,67.0,72.0
Dodfavanta Dam,23.3188,73.6161,Irrigation,Kotar,Lunavada,Panch Mahals,139.0,Earthen,175.0,26.9,0.9009,3,Vertisols,Luvisols,"Mahi, River",20.014,0.0002,951.1,1260.4,921.0,1423.3,1359.3,1183.02,16.62,94.0,89.5,73.5,75.5,84.5,78.0,51.5,122.0,95.0,2.0,95.0,73.0
Domda M.I Dam,22.2825,70.5597,Irrigation,T/Und,Lodhi Ka Mahal,Rajkot,107.0,Earthen,1400.0,14.0,0.9009,4,Vertisols,Cambisols,"Mahi, River",259.5739,0.0,1248.6,968.1,958.8,704.0,1291.0,1034.1,20.64,119.5,105.0,70.5,67.5,71.0,50.0,69.0,113.5,81.0,97.5,89.0,88.0
Don Dam,22.833,69.3555,Irrigation,Kharod,Mandvi,Kachchh,8.0,Earthen,1130.0,22.25,0.0,5,Vertisols,Cambisols,"Indus, River",229.2195,0.0,1460.0,706.2,829.1,960.6,1629.0,1116.98,25.23,64.0,60.0,54.0,51.5,62.0,48.5,41.5,70.5,43.5,94.5,70.0,77.0
Doswada Dam,21.1241,73.5224,Irrigation,Mindhola,Songadh,Tapi,119.0,Earthen,573.0,17.38,0.0,3,Unknown,Unknown,"Ukai, Reservoir ",29.3073,0.002,1376.5,1841.0,1346.0,959.9,1734.7,1451.62,16.12,82.5,68.0,63.0,65.5,50.0,49.5,101.5,70.5,71.0,111.5,86.0,75.0
Dundelav Dam,22.348,73.4613,Irrigation,Kotar,Waghoriya,Vadodara,74.0,Earthen,499.0,21.8,0.9009,3,Vertisols,Luvisols,"Mahi, River",40.8004,0.0,1178.6,1082.4,1076.4,1142.4,1648.4,1225.64,16.34,106.0,108.5,89.5,75.5,80.5,68.0,42.5,48.0,122.0,109.0,99.0,68.0
Edalwada Dam,22.6822,74.065,Irrigation,Naleshwar,Limkheda,dahod,246.0,Earthen / Gravity & Masonry,154.0,21.42,1.8018,3,Vertisols,Luvisols,"Unknown, Lake",8.1034,-0.0004,1152.2,1374.9,1031.2,1223.7,1515.0,1259.4,15.1,104.5,107.5,77.0,67.5,80.0,74.0,90.0,39.0,103.0,108.0,110.0,75.0
Ekalia Dam,21.7197,71.9597,Irrigation,Localstream,Sihor,Bhavnagar,49.0,Earthen,314.0,17.0,2.7027,3,Vertisols,Cambisols,"Tapi, River",104.2875,0.0001,1012.8,1181.3,817.0,675.4,1457.0,1028.7,16.92,71.5,85.0,59.5,65.0,79.5,84.0,93.0,88.0,36.5,102.5,82.0,76.0
Facharia Dam,23.0011,69.7675,Irrigation,Local Stream,Mundra,Kachchh,70.0,Earthen,627.99,10.76,0.9009,5,Vertisols,Cambisols,"Indus, River",247.3043,0.0,766.3,789.2,862.4,739.3,1026.5,836.74,21.05,48.5,59.5,57.0,53.5,60.5,55.0,47.0,61.5,122.0,77.0,68.0,79.0
Faddanbeti Dam,22.3897,70.9997,Irrigation,Beti,Rajkot,Rajkot,160.0,Earthen / Gravity & Masonry,4760.0,14.36,0.9009,3,Vertisols,Cambisols,"Mahi, River",213.7144,0.0,1026.5,1011.4,880.0,659.9,1491.7,1013.9,19.42,69.0,56.0,47.0,44.0,52.5,64.0,62.5,65.0,122.0,92.0,66.0,56.0
Fakirwadi Dam,23.2658,69.6783,Irrigation,Local River,Bhuj,Kachchh,89.0,Earthen,408.0,18.11,3.6036,5,Luvisols,Vertisols,"Indus, River",222.6617,0.0,687.3,636.4,732.9,682.8,780.7,704.02,20.73,66.5,65.5,70.0,68.5,71.5,72.0,70.0,78.0,32.5,79.0,79.0,100.0
Falku Dam,22.9547,71.4225,Irrigation,Falku,Dhrangadhra,Surendranagar,58.0,Earthen / Gravity & Masonry,4710.0,18.35,2.7027,4,Unknown,Unknown,"Mahi, River",179.0978,0.0,1301.7,923.0,841.3,682.7,882.0,926.14,20.22,111.5,107.0,61.5,39.5,102.0,54.0,20.0,62.0,54.0,105.5,74.0,80.0
Faradi Dam,22.94,69.5127,Irrigation,Mandvi,Mandvi,Kachchh,60.0,Earthen,2017.0,17.4,1.8018,5,Vertisols,Luvisols,"Indus, River",231.9421,0.0,1444.5,808.7,835.8,815.9,1156.3,1012.24,23.64,73.5,73.0,69.0,66.5,69.0,61.0,49.0,74.5,40.5,109.0,93.0,89.0
Farera Dam,21.4686,70.0077,Irrigation,Satnera,Una,Junagadh,9.0,Earthen,595.0,10.9,0.0,3,Vertisols,Cambisols,"Tapi, River",293.3786,0.0001,1682.4,1137.0,1067.6,1181.4,1560.5,1325.78,21.38,73.5,67.0,58.5,52.5,60.5,51.5,38.5,59.5,122.0,111.0,107.0,79.0
Fatehgadh Dam,23.7022,70.8461,Irrigation,Malan,Rapar,Kachchh,30.0,Earthen,4130.0,17.13,1.8018,5,Arenosols,Cambisols,"Mahi, River",267.8224,0.0,596.5,508.3,641.2,685.3,489.1,584.08,17.66,75.0,73.0,52.5,56.0,61.0,51.5,45.5,50.5,66.5,79.5,76.0,84.0
Fodaraness Dam,21.6833,69.7436,Irrigation,Bhersanwan,Ranavav,Porbandar,24.0,,3350.0,26.45,0.9009,3,Vertisols,Cambisols,"Tapi, River",323.1109,0.0001,1671.5,1059.7,913.7,1090.9,1734.7,1294.1,19.7,94.0,69.5,70.0,71.5,90.0,65.5,30.5,98.5,34.5,82.5,75.0,77.0
Fulra Dam,23.2652,69.4486,Irrigation,Trambo Nadi,Bhuj,Kachchh,168.0,Earthen,750.0,19.0,1.8018,5,Leptosols,Vertisols,"Indus, River",203.5489,0.0,838.6,525.2,647.6,659.0,838.9,701.86,21.11,77.5,74.0,66.5,64.0,67.0,70.5,69.5,80.0,77.0,107.5,102.0,83.0
Fulzar I Dam,22.2425,70.2733,Irrigation,Fulzar,Kalavad,Jamnagar,101.0,Earthen / Gravity & Masonry,1932.0,25.41,1.8018,4,Vertisols,Cambisols,"Tapi, River",286.3547,0.0001,1158.0,901.4,883.4,660.2,1314.7,983.54,21.2,89.0,80.5,55.5,53.0,65.0,34.0,59.5,63.5,48.0,106.0,81.0,81.0
Fulzar II Dam,22.2383,69.8102,Irrigation,Fulzar,Lalpur,Jamnagar,47.0,Earthen / Gravity & Masonry,1660.0,17.07,1.8018,4,Vertisols,Cambisols,"Indus, River",309.7876,0.0,1133.6,1174.8,763.3,718.0,1258.6,1009.66,22.18,103.5,102.5,71.0,84.0,78.5,47.0,52.0,98.5,31.5,108.0,63.0,62.0
Gadhada Rasaji Dam,22.5616,70.4222,Irrigation,Local River,Dhrol,Jamnagar,32.0,Earthen,328.25,17.6,2.7027,4,Vertisols,Luvisols,"Mahi, River",273.1414,0.0,1217.1,967.6,887.1,755.2,1251.3,1015.66,21.89,85.5,57.5,68.5,56.5,61.5,55.5,48.0,73.5,61.5,76.5,86.0,81.0
Gadhki Dam,22.1136,69.4586,Irrigation,Saraswati,Khambhaliya,Jamnagar,24.0,Earthen / Gravity & Masonry,2560.0,36.0,1.8018,4,Vertisols,Cambisols,"Indus, River",299.3704,0.0,1759.7,1010.5,804.9,922.5,1473.8,1194.28,26.2,108.0,92.0,57.0,108.5,92.5,36.0,12.5,57.5,27.5,1.5,50.0,64.0
Gajansagar Dam,23.3427,69.2669,Irrigation,,Nakhtarana,Kachchh,136.0,Earthen,597.4,23.16,1.8018,5,Luvisols,Regosols,"Indus, River",183.6006,0.0,847.5,458.1,605.8,631.2,795.7,667.66,21.15,67.5,71.0,54.0,58.0,54.5,55.0,51.5,57.5,30.0,78.5,75.0,86.0
Gajod Dam,22.8138,69.6375,Irrigation,Nagmati,Mundra,Kachchh,5.0,Earthen,1036.32,21.03,0.0,5,Vertisols,Cambisols,"Indus, River",250.8757,0.0,1319.3,774.9,912.8,843.8,1427.8,1055.72,24.8,91.5,94.5,87.5,85.5,85.5,87.0,69.5,106.0,122.0,116.0,114.0,106.0
Galath Dam,21.5527,70.705,Irrigation,Vartu,Bhesan Mahal,Junagadh,134.0,Earthen / Gravity & Masonry,3108.0,24.34,5.4054,3,Vertisols,Cambisols,"Tapi, River",222.6727,0.0001,1262.3,1131.6,888.7,1055.0,1314.0,1130.32,18.55,98.5,73.0,54.5,62.5,58.5,37.5,38.0,28.0,122.0,79.5,79.0,90.0
Gaurishankar Lake Dam,21.7436,72.1152,,,Bhavnagar,Bhavnagar,27.0,,,,0.0,3,Vertisols,Cambisols,"Tapi, River",92.3008,0.0001,1057.6,1183.0,843.5,705.9,1521.8,1062.36,16.81,43.0,51.0,51.0,45.5,36.5,38.0,44.5,44.5,20.5,50.0,59.0,53.0
Gautameshwar Lake Dam,21.6944,71.948,,,Sihor,Bhavnagar,57.0,,,,0.0,3,Vertisols,Leptosols,"Tapi, River",103.9701,0.0001,1012.8,1181.3,817.0,675.4,1457.0,1028.7,16.92,85.0,76.5,61.5,61.0,72.0,84.5,31.0,58.0,36.5,99.5,78.0,71.0
Gebanshapir Dam,21.9022,70.0352,Irrigation,Fulzer,Jam Jodhpur,Jamnagar,96.0,Earthen,221.0,13.7,0.9009,3,Vertisols,Cambisols,"Tapi, River",298.0851,0.0001,1336.0,898.0,826.6,864.5,1484.0,1081.82,20.34,102.5,87.5,60.0,66.5,50.5,34.0,52.5,41.0,122.0,107.0,68.0,100.0
Ghee Dam,22.1808,69.6547,Irrigation,Brhamani,Khambhaliya,Jamnagar,42.0,Earthen / Gravity & Masonry,2141.0,15.0,0.0,4,Unknown,Unknown,"Indus, River",304.8386,0.0,1360.6,1183.9,755.2,876.8,1341.9,1103.68,24.34,41.0,53.0,25.5,69.5,54.0,48.0,10.5,46.5,27.0,88.0,80.0,87.0
Ghela Somnath/ Ghelo(S) Dam,22.0913,71.3511,,Ghelo,Jasdan,Rajkot,204.0,Earthen,883.0,19.43,3.6036,3,Vertisols,Luvisols,"Tapi, River",179.3731,0.0001,908.0,870.8,687.6,604.3,1257.0,865.54,16.62,77.5,64.0,57.5,60.5,64.5,66.0,73.5,75.5,41.5,102.5,81.0,78.0
Ghelo(I) Dam,21.8822,71.8761,Irrigation,Ghelo,Babra,Amreli,11.0,Earthen,883.0,21.18,2.7027,3,Vertisols,Cambisols,"Tapi, River",121.3316,0.0001,1161.1,1052.6,839.2,806.0,1577.4,1087.26,19.21,63.5,65.5,56.5,57.5,59.5,71.5,27.0,122.0,25.5,101.5,95.0,93.0
Ghodadharoi Dam,22.8494,70.9991,Irrigation,Ghodadharoi,Morbi,Rajkot,76.0,Earthen / Gravity & Masonry,2801.0,28.49,0.9009,4,Vertisols,Cambisols,"Mahi, River",218.0687,0.0,1111.9,986.3,862.2,649.9,1227.9,967.64,21.94,90.5,83.5,73.0,58.0,64.5,61.0,30.0,90.5,72.0,95.5,88.0,86.0
Godechi Dam,22.4238,71.1869,Irrigation,T/Sukhbhadar,Chotila,Surendranagar,195.0,Earthen,685.0,14.0,0.0,3,Vertisols,Cambisols,"Mahi, River",194.3775,0.0,950.7,966.0,752.8,639.5,1411.9,944.18,18.64,86.5,76.5,81.5,71.5,68.5,71.5,86.5,85.0,122.0,113.5,104.0,92.0
Godhatad Dam,23.6386,68.6505,Irrigation,Matiarewali,Lakhpat,Kachchh,35.0,Earthen,1060.0,24.0,0.9009,5,Cambisols,Vertisols,"Indus, River",114.623,0.0,510.1,330.5,657.6,481.0,601.1,516.06,21.0,83.0,74.0,75.0,68.5,75.5,64.0,49.0,55.5,94.5,103.0,85.0,84.0
Gokhalana Dam,21.9844,71.2747,Irrigation,Local Vangha,Jasdan,Rajkot,204.0,Earthen,635.0,19.0,0.0,3,Vertisols,Cambisols,"Tapi, River",180.5059,0.0001,978.0,890.2,638.2,581.3,1348.6,887.26,16.73,77.0,71.0,61.0,51.0,53.0,58.5,73.0,48.0,35.5,93.0,77.0,77.0
Goma Dam,22.248,71.5011,Irrigation,Goma,Botad,Bhavnagar,128.0,Earthen,3083.48,20.87,0.9009,3,Vertisols,Cambisols,"Mahi, River",163.6197,0.0,881.6,897.5,726.0,636.5,1410.0,910.32,17.75,91.5,87.0,83.5,80.0,74.0,69.0,94.5,99.0,41.0,100.0,84.0,80.0
Gondali Dam,22.0494,70.8902,Irrigation,Gondali,Kotda Sangani,Rajkot,174.0,Earthen / Gravity & Masonry,1630.0,24.34,0.0,3,Vertisols,Cambisols,"Tapi, River",219.4702,0.0001,1088.6,945.6,780.5,785.3,1557.7,1031.54,17.58,68.0,56.0,33.5,50.0,60.5,48.0,58.0,74.0,26.0,64.5,41.0,71.0
Goyala Dam,23.2566,68.8277,Irrigation,Sugandhi,Abdasa,Kachchh,20.0,Earthen,1318.0,11.81,2.7027,5,Arenosols,Cambisols,"Indus, River",158.3283,0.0,855.0,574.2,681.2,709.1,973.4,758.58,21.84,76.0,70.0,67.5,61.5,64.0,53.5,33.0,61.0,41.0,83.0,86.0,90.0
Goyasundal Dam,22.6263,73.6844,Irrigation,Kotar,Devgadh Bariya,Panch Mahals,159.0,Earthen,756.0,26.0,1.8018,3,Vertisols,Luvisols,"Unknown, Lake",32.8215,-0.0004,1054.9,1138.3,1001.2,1135.4,1487.6,1163.48,14.67,110.5,99.0,95.0,87.0,94.5,83.0,78.0,110.5,9.0,125.0,112.0,84.0
Gugariyana Dam,23.5702,68.5097,Irrigation,Local River,Lakhpat,Kachchh,17.0,Earthen,289.63,24.56,0.9009,5,Cambisols,Arenosols,"Indus, River",110.8604,0.0,527.2,393.8,684.0,475.6,667.6,549.64,20.06,64.5,60.5,53.0,49.0,47.0,44.5,35.0,58.0,82.0,84.5,76.0,67.0
Guhai Dam,23.7013,73.0505,Irrigation,Guhai,Idar,Sabar Kantha,170.0,,3380.0,43.07,0.0,3,Vertisols,Cambisols,"Mahi, River",90.5106,0.0002,1010.1,994.9,1065.4,1316.4,1129.9,1103.34,16.15,63.5,59.5,71.5,46.0,66.0,76.0,49.0,55.0,65.5,63.0,78.0,91.0
