Name,Latitude,Longitude,Purpose,River,Nearest City,District,Elevation,Monsoon Intensity,Type,Length (m),Max Height above Foundation (m),Slope(%),Seismic_Zone,SoilType_Main,SoilType_Secondary,NearestRiver,RiverDistance(km),RiverFlowRate(m/day),Rainfall_2020,Rainfall_2021,Rainfall_2022,Rainfall_2023,Rainfall_2024,Rainfall_5yr_Avg,MonsoonIntensityAvg(mm/wet_day),Avg_NDVI_Last5Years,Geological_Suitability_Score,Climatic_Effect_Score,Overall_Suitability_Score,Geological_Suitability_Category,Climatic_Effect_Category,Overall_Suitability_Category,Rainfall_StdDev_5yr,Max_Annual_Rainfall,Min_Annual_Rainfall,NDVI_StdDev_5yr,NDVI_Trend_5yr
Lalaka Dam,21.9997,71.315,Irrigation,Kotar,Babra,Amreli,190.0,,Earthen,500.0,16.0,0.0,3,Vertisols,Luvisols,,,,978.0,890.2,638.2,581.3,1348.6,887.26,16.73,,75,55,67.0,Good,Fair,Moderate,306.8873539264855,1348.6,581.3,,
Laloi Dam,22.2266,70.2347,Irrigation,Fulzer,Kalavad,Jamnagar,117.0,,Earthen,80.0,13.0,1.8018,4,Vertisols,Cambisols,,,,1167.1,856.3,838.7,656.5,1324.2,968.56,22.27,,70,55,64.0,Good,Fair,Moderate,270.52971740642465,1324.2,656.5,,
Lalpari Dam,22.3102,70.8483,Irrigation,Lalpari,Rajkot,Rajkot,133.0,,Earthen,734.0,18.0,0.9009,3,Vertisols,Cambisols,,,,1001.9,932.3,944.9,680.3,1371.5,986.18,18.79,,75,60,69.0,Good,Moderate,Moderate,248.43927225782966,1371.5,680.3,,
Lank Dam,23.1483,73.2469,Irrigation,Ghelo,Bayad,Sabar Kantha,108.0,,Earthen,72.0,10.0,1.8018,3,Vertisols,Cambisols,,,,971.0,1263.6,844.6,1352.0,1288.5,1143.94,17.2,,75,65,71.0,Good,Moderate,Good,222.49592805262748,1352.0,844.6,,
Ler Dam,23.1922,69.7588,Irrigation,Pat,Bhuj,Kachchh,134.0,,Earthen,366.0,15.0,0.0,5,Luvisols,Vertisols,,,,697.8,633.0,736.4,698.4,838.3,720.78,20.93,,65,55,61.0,Moderate,Fair,Moderate,75.48047429633705,838.3,633.0,,
Likhala Dam,21.2636,71.4491,Irrigation,Dhamni,Kundla,Amreli,163.0,,Earthen,1636.8,23.63,0.9009,3,Vertisols,Cambisols,,,,954.6,1135.6,776.3,869.1,1169.4,981.0,15.03,,75,65,71.0,Good,Moderate,Good,169.20134455730548,1169.4,776.3,,
LilparII Dam,23.2341,70.0211,Irrigation,Narelawali Nadi,Rapar,Kachchh,74.0,,Earthen,368.0,21.36,0.0,5,Vertisols,Arenosols,,,,631.5,601.0,859.1,621.9,899.3,722.56,21.62,,65,55,61.0,Moderate,Fair,Moderate,144.11921454129563,899.3,601.0,,
LilpurI Dam,23.2341,70.0211,Irrigation,Lilpur,Rapar,Kachchh,74.0,,Earthen,472.0,16.78,0.0,5,Vertisols,Arenosols,,,,631.5,601.0,859.1,621.9,899.3,722.56,21.62,,65,55,61.0,Moderate,Fair,Moderate,144.11921454129563,899.3,601.0,,
Limbali Dam,21.9861,71.4597,Irrigation,Ghelo,Gadhada,Bhavnagar,131.0,,Earthen,3150.6,22.6,0.9009,3,Vertisols,Cambisols,,,,1003.9,990.9,663.4,652.7,1332.4,928.66,16.8,,75,60,69.0,Good,Moderate,Moderate,282.4259425052876,1332.4,652.7,,
Limdi Bhogavo I (Thorali) Dam,22.4616,71.4561,Irrigation,Bhogavo,Sayla,Surendranagar,122.0,,Earthen / Gravity & Masonry,2744.0,42.68,0.9009,3,Vertisols,Cambisols,,,,1075.6,959.7,865.0,616.4,1405.0,984.34,20.83,,73,55,65.8,Good,Fair,Moderate,289.6170885842201,1405.0,616.4,,
Limdi Doli Dam,23.1905,73.8961,Irrigation,Kotar,Santrampur,Panch Mahals,141.0,,Earthen,599.0,19.0,0.9009,3,Vertisols,Cambisols,,,,943.5,1328.7,936.5,1328.3,1398.2,1187.04,15.98,,75,65,71.0,Good,Moderate,Good,227.3172408771495,1398.2,936.5,,
LimdiBhogavo II Dam,22.713,71.6694,Irrigation,,Wadhwan,Surendranagar,59.0,,Gravity & Masonry,8806.0,19.87,0.0,3,Vertisols,Luvisols,,,,1169.1,1004.0,870.4,687.9,1248.8,996.04,20.54,,75,55,67.0,Good,Fair,Moderate,226.18378146984807,1248.8,687.9,,
Limla Dam,23.4022,72.8519,Irrigation,Khari,Prantij,Sabar Kantha,101.0,,Earthen,427.0,15.0,0.0,3,Vertisols,Cambisols,,,,1117.0,1016.5,1027.5,1268.4,1280.9,1142.06,18.23,,75,65,71.0,Good,Moderate,Good,127.23565930980203,1280.9,1016.5,,
Lodrani Dam,23.8894,70.6258,Irrigation,Lodrani,Rapar,Kachchh,23.0,,Earthen,975.0,30.6,1.8018,5,Vertisols,Cambisols,,,,581.6,440.3,681.0,699.8,488.1,578.16,19.26,,60,55,58.0,Moderate,Fair,Fair,114.56479825845284,699.8,440.3,,
Loriya Dam,23.4236,69.6794,Irrigation,Local Stream,Bhuj,Kachchh,15.0,,Earthen,813.0,13.9,0.0,5,Cambisols,Luvisols,,,,667.1,479.8,681.5,561.4,779.5,633.86,20.71,,53,55,53.8,Fair,Fair,Fair,115.72641444372152,779.5,479.8,,
Lotiya Dam,23.2416,69.6666,Irrigation,Nihwara,Bhuj,Kachchh,106.0,,Earthen,640.0,14.36,0.9009,5,Vertisols,Luvisols,,,,768.6,576.4,673.5,674.4,755.3,689.64,20.89,,65,55,61.0,Moderate,Fair,Moderate,77.2366040164895,768.6,576.4,,
Ludva Dam,23.1005,69.4088,Irrigation,Mandvi,Mandvi,Kachchh,143.0,,Earthen,980.0,14.7,1.8018,5,Arenosols,Vertisols,,,,919.1,703.5,767.7,822.4,1027.8,848.1,19.48,,65,65,65.0,Moderate,Moderate,Moderate,127.83475661962984,1027.8,703.5,,
Machhaliwad Dam,22.1813,70.2994,Irrigation,Local Stream,Kalavad,Jamnagar,131.0,,Earthen,962.0,16.0,0.9009,4,Vertisols,Cambisols,,,,1218.9,892.8,873.1,652.4,1239.1,975.26,20.28,,70,55,64.0,Good,Fair,Moderate,250.2233462329205,1239.1,652.4,,
Machhanala Dam,23.0422,74.1625,Irrigation,Machhan,Jhalod,dahod,259.0,,Earthen,2100.0,25.44,0.0,3,Unknown,Unknown,,,,992.5,1216.0,804.2,1077.1,1272.5,1072.46,15.35,,62,65,63.2,Moderate,Moderate,Moderate,186.41237351635215,1272.5,804.2,,
Machhu I Dam,22.4672,70.9705,Irrigation,Machhu,Wankaner,Rajkot,132.0,,Earthen / Gravity & Masonry,1441.0,27.43,9.9099,3,Unknown,Unknown,,,,1088.9,968.8,865.5,587.1,1514.5,1004.96,21.76,,58,50,54.8,Fair,Fair,Fair,339.86782430821546,1514.5,587.1,,
Machhu II Dam,22.7588,70.8625,Irrigation,Machhu,Morbi,Rajkot,57.0,,Earthen / Gravity & Masonry,4930.0,22.56,1.8018,4,Unknown,Unknown,,,,1400.4,993.0,882.1,656.6,1097.1,1005.84,21.72,,60,55,58.0,Moderate,Fair,Fair,274.5227731901308,1400.4,656.6,,
Machhu III Dam,22.87,70.8122,Irrigation,Jamvali,S.Kundala,Rajkot,17.0,,Earthen,650.0,12.0,0.0,4,Vertisols,Luvisols,,,,1034.7,1073.5,846.9,702.4,936.4,918.78,21.01,,63,60,61.8,Moderate,Moderate,Moderate,149.72744237446923,1073.5,702.4,,
Machhundri Dam,20.9413,70.9622,Irrigation,Machhundri,Una,Junagadh,67.0,,Earthen,2077.0,22.3,2.7027,3,Vertisols,Cambisols,,,,1223.6,1260.8,845.8,896.3,1331.7,1111.64,15.63,,72,65,69.2,Good,Moderate,Moderate,223.7478335090644,1331.7,845.8,,
Madhavipur Dam,22.0355,71.2016,,,Jasdan,Rajkot,198.0,,,,,0.0,3,Vertisols,Cambisols,,,,962.5,950.2,671.3,623.7,1453.7,932.28,16.01,,65,55,61.0,Moderate,Fair,Moderate,330.3200599418691,1453.7,623.7,,
Madhuvanti Dam,21.2591,70.4902,Irrigation,Madhuvanti,Mendarda Mahal,Junagadh,133.0,,Earthen,1219.32,30.48,0.0,3,Unknown,Unknown,,,,1502.6,1165.8,933.2,989.2,1416.4,1201.44,17.3,,63,60,61.8,Moderate,Moderate,Moderate,252.57368825750632,1502.6,933.2,,
Malan Dam,21.2213,71.6261,Irrigation,Malan,Mahuva,Bhavnagar,101.0,,Earthen,1441.0,22.56,0.0,3,Vertisols,Cambisols,,,,1055.9,1326.6,854.4,911.1,1313.7,1092.34,15.48,,75,65,71.0,Good,Moderate,Good,220.6066930081678,1326.6,854.4,,
Malapara Dam,21.8536,71.5452,Irrigation,,Gadhada,Bhavnagar,80.0,,Earthen,2742.0,11.3,0.9009,3,Vertisols,Cambisols,,,,1087.8,999.6,691.6,643.0,1345.6,953.52,16.89,,75,60,69.0,Good,Moderate,Moderate,291.0781544534044,1345.6,643.0,,
Malgadh Dam,22.0166,71.4205,Irrigation,Chelo,Jasdan,Rajkot,147.0,,Earthen,2400.0,15.0,2.7027,3,Vertisols,Cambisols,,,,906.2,915.7,642.9,664.8,1348.4,895.6,16.72,,72,60,67.2,Good,Moderate,Moderate,284.020307372554,1348.4,642.9,,
Mamasi Dam,21.7197,71.9597,Irrigation,Mamasio,Sihor,Bhavnagar,49.0,,Earthen,539.0,15.25,2.7027,3,Vertisols,Cambisols,,,,1012.8,1181.3,817.0,675.4,1457.0,1028.7,16.92,,69,60,65.4,Moderate,Moderate,Moderate,306.8461503750699,1457.0,675.4,,
Mamuara Dam,23.278,69.8688,"Irrigation,Navigation",Local Stream,Bhuj,Kachchh,108.0,,Earthen,1128.0,10.5,1.8018,5,Arenosols,Cambisols,,,,580.0,567.9,700.8,573.5,916.2,667.68,20.65,,60,50,56.0,Moderate,Fair,Fair,149.47644296008656,916.2,567.9,,
Maneknath Dam,24.0402,72.9136,,T Of Sabarmati,Danta,Banas Kantha,188.0,,Earthen,260.0,15.1,0.0,3,Unknown,Unknown,,,,796.1,850.8,1082.5,1046.9,1091.8,973.62,15.19,,65,65,65.0,Moderate,Moderate,Moderate,139.4537808738078,1091.8,796.1,,
Manjal Reladia Dam,23.0866,69.0819,Irrigation,Chok Nadi,Abdasa,Kachchh,79.0,,Earthen,1200.0,15.8,15.3153,5,Arenosols,Cambisols,,,,969.2,595.7,784.7,1030.1,1058.4,887.62,19.92,,50,65,56.0,Fair,Moderate,Fair,194.89193672391886,1058.4,595.7,,
Mankuwa Dam,23.2097,69.5666,Irrigation,Khari,Bhuj,Kachchh,131.0,,Earthen,332.0,15.6,0.9009,5,Arenosols,Regosols,,,,809.6,540.8,665.1,665.2,779.8,692.1,21.34,,50,55,52.0,Fair,Fair,Fair,107.05353800785848,809.6,540.8,,
Mapar Dam,22.938,69.1316,Irrigation,Mandvi,Mandvi,Kachchh,21.0,,Earthen,1280.0,12.55,1.8018,5,Arenosols,Cambisols,,,,1029.2,692.5,891.8,858.0,1291.6,952.62,21.76,,57,55,56.2,Fair,Fair,Fair,224.21327346970338,1291.6,692.5,,
Mathal Dam,23.4252,69.1716,Irrigation,CHAURI,Nakhtarana,Kachchh,79.0,,Earthen,1660.0,24.4,0.0,5,Luvisols,Arenosols,,,,699.4,415.9,609.6,586.5,754.9,613.26,21.67,,55,55,55.0,Fair,Fair,Fair,129.57859776984776,754.9,415.9,,
Mauvana Dam,23.8275,70.8669,,Local River,Rapar,Kachchh,30.0,,Earthen,508.97,16.46,4.5045,5,Luvisols,Vertisols,,,,564.9,567.8,598.9,693.7,471.3,579.32,17.88,,59,55,57.4,Fair,Fair,Fair,79.8046489873867,693.7,471.3,,
Mazam Dam,23.4838,73.3544,"Flood Control,Irrigation",Mazam,Modasa,Sabar Kantha,155.0,,Earthen,2402.0,28.75,1.8018,3,Vertisols,Cambisols,,,,965.1,1124.1,976.3,1376.7,1224.6,1133.36,16.77,,75,65,71.0,Good,Moderate,Good,173.64051370575936,1376.7,965.1,,
Megal Tr Dam,21.16,70.2997,,Vrajmi,Maliya Hatina,Junagadh,50.0,,Earthen,3411.0,19.0,0.0,3,Vertisols,Cambisols,,,,1546.7,1075.5,1042.0,1055.5,1454.9,1234.92,17.16,,75,60,69.0,Good,Moderate,Moderate,245.1644182992304,1546.7,1042.0,,
Mesaria Dam,22.4686,71.1119,,T/Machhu,Wankaner,Rajkot,160.0,,Earthen,570.0,14.0,0.9009,3,Vertisols,Leptosols,,,,1077.2,1003.5,837.6,604.4,1521.1,1008.76,21.64,,75,50,65.0,Good,Fair,Moderate,339.1189805953067,1521.1,604.4,,
Meshwa Saddle Dam,23.7252,73.2277,Irrigation,Meshwa,,Sabar Kantha,186.0,,,,,1.8018,3,Vertisols,Cambisols,,,,921.4,1067.2,1000.2,1274.2,1144.3,1081.46,15.52,,65,65,65.0,Moderate,Moderate,Moderate,135.57591231483565,1274.2,921.4,,
Meshwo Dam,23.6825,73.39,"Flood Control,Irrigation",Meshwo,Bhiloda,Sabar Kantha,201.0,,Earthen,167.14,14.32,6.3063,3,Leptosols,Regosols,,,,917.6,1202.8,936.2,1236.7,1205.7,1099.8,15.64,,53,65,57.8,Fair,Moderate,Fair,158.53013909033197,1236.7,917.6,,
Mevasa Dam,23.3958,70.7466,Irrigation,Ranotar Nadi,Rapar,Kachchh,65.0,,Earthen,878.0,21.5,1.8018,5,Cambisols,Arenosols,,,,707.0,749.0,777.0,648.8,720.6,720.48,18.41,,60,60,60.0,Moderate,Moderate,Moderate,48.28987471509946,777.0,648.8,,
Mevasa Dam,22.295,71.2572,Irrigation,Dudnala,Chotila,Surendranagar,205.0,,Earthen,3284.0,24.0,0.0,3,Vertisols,Cambisols,,,,857.4,872.7,679.8,616.6,1378.0,880.9,17.5,,72,55,65.2,Good,Fair,Moderate,299.1753666330168,1378.0,616.6,,
Mevasa Dam,21.3402,71.4613,,,Kundla,Amreli,137.0,,,,,1.8018,3,Vertisols,Cambisols,,,,1000.2,1123.9,764.7,774.4,1180.7,968.78,15.33,,65,65,65.0,Moderate,Moderate,Moderate,193.25614349872555,1180.7,764.7,,
Mitti Dam,23.3341,68.8352,Irrigation,Mitti,Abdasa,Kachchh,16.0,,Earthen,4405.0,31.5,0.0,5,Vertisols,Solonchaks,,,,748.0,561.6,657.6,663.5,820.7,690.28,22.01,,56,55,55.6,Fair,Fair,Fair,98.34209170034976,820.7,561.6,,
Mobhness Dam,21.1408,71.2544,Irrigation,Dhatarwadi,Khambha Mahal,Amreli,199.0,,Earthen,380.0,20.5,0.9009,3,Vertisols,Cambisols,,,,1080.8,1274.8,676.3,866.4,1170.3,1013.72,15.9,,75,60,69.0,Good,Moderate,Moderate,241.2131982292843,1274.8,676.3,,
Moj Dam,21.8469,70.2919,"Drinking, Water Supply",Moj,Upleta,Rajkot,67.0,,Earthen / Gravity & Masonry,2294.0,36.07,0.0,3,Vertisols,Cambisols,,,,1462.6,925.7,878.1,1134.8,1689.0,1218.04,21.7,,73,50,63.8,Good,Fair,Moderate,349.8441410113938,1689.0,878.1,,
Moldi Dam,22.4077,71.1277,Irrigation,T/Machhu,Chotila,Surendranagar,207.0,,Earthen,1440.0,12.0,0.0,3,Unknown,Unknown,,,,991.1,1019.9,818.1,663.6,1490.1,996.56,18.79,,62,60,61.2,Moderate,Moderate,Moderate,310.9930192142582,1490.1,663.6,,
Moralnaka Dam,23.1216,73.955,Irrigation,Kotar,Santrampur,Panch Mahals,170.0,,Earthen,1237.0,27.5,0.9009,3,Vertisols,Cambisols,,,,1098.6,1352.7,898.3,1394.7,1465.7,1242.0,16.65,,75,60,69.0,Good,Moderate,Moderate,236.8051519709823,1465.7,898.3,,
Morchbana Dam,23.8155,68.7697,Irrigation,Khari Nadi,Lakhpat,Kachchh,26.0,,Earthen,580.0,13.87,2.7027,5,Cambisols,Arenosols,,,,460.0,286.9,599.3,417.1,614.1,475.48,19.16,,54,50,52.4,Fair,Fair,Fair,135.79135465853489,614.1,286.9,,
Morsal Dam,22.395,71.2552,Irrigation,Dundhala,Chotila,Surendranagar,179.0,,Earthen / Gravity & Masonry,3260.0,23.94,1.8018,3,Vertisols,Cambisols,,,,936.9,898.3,702.0,638.4,1351.1,905.34,18.77,,75,60,69.0,Good,Moderate,Moderate,279.4421639624199,1351.1,638.4,,
Mota Ankadia Dam,21.6325,71.163,Irrigation,Local Stream,Amreli,Amreli,127.0,,Earthen,2005.0,15.0,0.0,3,Unknown,Unknown,,,,1070.7,1124.8,682.9,673.2,1245.6,959.44,17.08,,65,60,63.0,Moderate,Moderate,Moderate,264.58362194209974,1245.6,673.2,,
Mota Bandharia Dam,21.5447,71.1011,Irrigation,Salal,Amreli,Amreli,126.0,,Earthen,2843.0,10.0,0.0,3,Vertisols,Cambisols,,,,1038.4,1020.6,670.7,702.5,1214.6,929.36,16.66,,75,60,69.0,Good,Moderate,Moderate,234.49241565560277,1214.6,670.7,,
Mota Gujariya Dam,21.4969,70.7536,Irrigation,Minsar,Bhesan Mahal,Junagadh,129.0,,Earthen / Gravity & Masonry,2260.0,16.8,0.0,3,Vertisols,Cambisols,,,,1270.3,1170.0,759.9,951.7,1320.2,1094.42,18.16,,75,65,71.0,Good,Moderate,Good,234.4650016526987,1320.2,759.9,,
Mota Kanthariya Dam,23.6794,73.485,Irrigation,Local Wangha,Bhiloda,Sabar Kantha,220.0,,Earthen,939.0,13.39,1.8018,3,Vertisols,Luvisols,,,,937.4,1366.6,1003.7,1186.4,1227.5,1144.32,15.96,,72,65,69.2,Good,Moderate,Moderate,173.70082613505323,1366.6,937.4,,
MotaChhaida Dam,22.1722,71.6636,Irrigation,Sodhedare,Botad,Bhavnagar,90.0,,Earthen,842.5,11.5,1.8018,3,Vertisols,Cambisols,,,,899.4,898.4,776.7,713.3,1790.2,1015.6,18.62,,75,55,67.0,Good,Fair,Moderate,440.3697139904151,1790.2,713.3,,
MotaZinzuda Dam,21.3291,71.3772,Irrigation,Local Stream,Kundla,Amreli,145.0,,Earthen,89.0,17.0,0.9009,3,Vertisols,Luvisols,,,,962.2,1063.6,715.7,732.8,1112.3,917.32,15.09,,75,65,71.0,Good,Moderate,Good,184.47730754756802,1112.3,715.7,,
Motakotada Dam,23.7088,73.0972,Irrigation,Local Vangha,Idar,Sabar Kantha,183.0,,Earthen,695.0,18.0,2.7027,3,Vertisols,Luvisols,,,,1010.1,994.9,1065.4,1316.4,1129.9,1103.34,16.15,,72,65,69.2,Good,Moderate,Moderate,130.37673488778591,1316.4,994.9,,
Moti Kharsoli Dam,23.2025,73.8513,Irrigation,Kotar,Santrampur,Panch Mahals,141.0,,Earthen,816.0,19.5,3.6036,3,Vertisols,Cambisols,,,,893.2,1393.7,982.6,1331.8,1419.8,1204.22,16.66,,72,60,67.2,Good,Moderate,Moderate,247.2361866717734,1419.8,893.2,,
MotiKundol Dam,21.9083,71.4858,Irrigation,Local Kotar,Gadhada,Bhavnagar,112.0,,Earthen,117.0,14.5,3.6036,3,Vertisols,Cambisols,,,,1091.9,989.6,663.1,604.5,1330.9,936.0,16.72,,72,60,67.2,Good,Moderate,Moderate,303.10494882136123,1330.9,604.5,,
Motisar Dam,22.0702,70.6691,Irrigation,Motisar,Gondal,Rajkot,142.0,,Earthen / Gravity & Masonry,2087.0,10.5,0.0,3,Vertisols,Cambisols,,,,1199.3,1030.4,733.7,787.5,1430.9,1036.36,19.01,,75,60,69.0,Good,Moderate,Moderate,289.73313238219754,1430.9,733.7,,
Moyalapad Dam,23.1219,73.7066,Irrigation,Kotar,Santrampur,Panch Mahals,160.0,,Earthen,156.66,15.8,32.4324,3,Vertisols,Leptosols,,,,960.3,1125.6,918.8,1176.1,1430.8,1122.32,15.78,,65,65,65.0,Moderate,Moderate,Moderate,203.55209898205422,1430.8,918.8,,
Mudhan Dam,23.75,68.9327,,Ozat,Lakhpat,Kachchh,35.0,,,2760.0,16.15,0.0,5,Cambisols,Vertisols,,,,446.1,293.6,602.3,464.7,656.9,492.72,19.12,,62,50,57.2,Moderate,Fair,Fair,142.80245796203928,656.9,293.6,,
Mukteshwar Dam,24.0413,72.6322,Irrigation,Meshwo,Kheralu,Mahesana,200.0,,Gravity & Masonry,251.0,35.94,0.0,3,Unknown,Unknown,,,,870.5,809.6,980.6,994.3,969.9,924.98,14.86,,63,60,61.8,Moderate,Moderate,Moderate,80.92785058309653,994.3,809.6,,
Mulbavla Dam,22.7324,71.9775,Irrigation,Local Stream,Limbdi,Surendranagar,13.0,,Earthen,9735.0,11.5,0.0,3,Vertisols,Cambisols,,,,1067.1,1037.3,942.8,842.3,1519.3,1081.76,19.79,,68,60,64.8,Moderate,Moderate,Moderate,259.94414400020634,1519.3,842.3,,
Munjiasar Dam,21.4797,70.9175,Irrigation,Satali,Kunkavavvadia,Amreli,168.0,,Earthen,4602.0,18.77,0.0,3,Vertisols,Cambisols,,,,1242.4,1178.0,728.1,844.6,1339.0,1066.42,17.72,,75,60,69.0,Good,Moderate,Moderate,265.22794347504185,1339.0,728.1,,
Muval Dam,21.9022,70.0352,Irrigation,Local Voklo,Jam Jodhpur,Jamnagar,96.0,,Earthen,380.0,19.8,0.9009,3,Vertisols,Cambisols,,,,1336.0,898.0,826.6,864.5,1484.0,1081.82,20.34,,75,55,67.0,Good,Fair,Moderate,305.1684977188832,1484.0,826.6,,
Muvalia Dam,22.808,74.2372,Irrigation,Dudhimoti,Dahod,dahod,310.0,,Earthen,544.0,20.0,0.0,3,Unknown,Unknown,,,,933.6,1314.9,740.6,1093.5,1254.3,1067.38,15.04,,58,65,60.8,Fair,Moderate,Moderate,235.35597931643886,1314.9,740.6,,
Nagarpiplalia Dam,22.2622,70.5455,Irrigation,Ruparel,Lodhi Ka Mahal,Rajkot,100.0,,Earthen,169.0,15.0,4.5045,3,Vertisols,Cambisols,,,,1248.6,968.1,958.8,704.0,1291.0,1034.1,20.64,,72,55,65.2,Good,Fair,Moderate,240.31227600769793,1291.0,704.0,,
Nagdhaniba Dam,21.5938,72.1622,Irrigation,,Bhavnagar,Bhavnagar,65.0,,Earthen,640.0,16.4,0.9009,3,Vertisols,Cambisols,,,,1057.3,1454.9,951.3,803.9,1392.1,1131.9,16.19,,75,60,69.0,Good,Moderate,Moderate,281.8681251933251,1454.9,803.9,,
Nal Dam,21.3424,71.5619,Irrigation,Maleshri,Kundla,Amreli,141.0,,Earthen,756.0,16.89,0.0,3,Vertisols,Cambisols,,,,927.9,1191.8,790.5,826.6,1255.1,998.38,15.63,,75,65,71.0,Good,Moderate,Good,212.724204076546,1255.1,790.5,,
Nanamatra Dam,22.2816,71.3869,Irrigation,Triveni,Sayla,Surendranagar,135.0,,Earthen,616.0,17.0,4.5045,3,Vertisols,Cambisols,,,,878.4,862.8,652.5,576.0,1336.5,861.24,17.35,,72,55,65.2,Good,Fair,Moderate,296.26981452723123,1336.5,576.0,,
Nandhelao Dam,22.8344,74.2605,Irrigation,Kotar,Dahod,dahod,303.0,,Earthen,540.0,13.0,0.9009,3,Vertisols,Cambisols,,,,933.6,1314.9,740.6,1093.5,1254.3,1067.38,15.04,,68,65,66.8,Moderate,Moderate,Moderate,235.35597931643886,1314.9,740.6,,
Naniber Dam,23.8155,68.7697,Irrigation,Naliya,Lakhpat,Kachchh,26.0,,Earthen,2576.0,15.04,2.7027,5,Cambisols,Arenosols,,,,460.0,286.9,599.3,417.1,614.1,475.48,19.16,,54,50,52.4,Fair,Fair,Fair,135.79135465853489,614.1,286.9,,
Nara Dam,23.6344,69.1058,"Flood Control,Irrigation",Nara,Lakhpat,Kachchh,24.0,,Earthen,534.92,28.05,0.0,5,Unknown,Unknown,,,,493.2,331.9,741.6,449.2,585.1,520.2,18.74,,52,50,51.2,Fair,Fair,Fair,153.66917387687099,741.6,331.9,,
Navabhetali Dam,23.7472,73.3088,Irrigation,Localvangha,Bhiloda,Sabar Kantha,212.0,,Gravity & Masonry,25.0,15.0,0.0,3,Vertisols,Cambisols,,,,921.4,1067.2,1000.2,1274.2,1144.3,1081.46,15.52,,72,65,69.2,Good,Moderate,Moderate,135.57591231483565,1274.2,921.4,,
Navali Dam,21.3377,71.3049,Irrigation,Khodiyar Nehra,Kundla,Amreli,141.0,,Earthen,376.0,16.89,1.8018,3,Vertisols,Cambisols,,,,984.7,1039.1,642.8,670.9,1063.3,880.16,15.27,,75,60,69.0,Good,Moderate,Moderate,206.07056558373395,1063.3,642.8,,
Nayka(W Bhogavo I) Dam,22.6622,71.4611,Irrigation,Bhogavo,Muli,Surendranagar,99.0,,Earthen,2683.0,20.3,0.0,3,Vertisols,Cambisols,,,,1095.9,951.5,816.7,638.4,1239.7,948.44,20.58,,75,55,67.0,Good,Fair,Moderate,234.55619369353693,1239.7,638.4,,
Nilwada Dam,21.8452,71.308,Irrigation,"Navali, Suknera",Babra,Amreli,159.0,,Earthen,1360.0,11.7,0.0,3,Vertisols,Cambisols,,,,1211.7,910.4,620.0,574.8,1344.5,932.28,16.17,,75,55,67.0,Good,Fair,Moderate,344.16215218992346,1344.5,574.8,,
Nirona Dam,23.4633,69.523,Irrigation,Bharud,Nakhtarana,Kachchh,20.0,,Earthen,1689.39,37.79,0.9009,5,Cambisols,Arenosols,,,,759.1,434.1,641.9,574.0,810.3,643.88,20.59,,55,50,53.0,Fair,Fair,Fair,149.8883317673527,810.3,434.1,,
Nyari II Dam,22.3627,70.6736,Irrigation,Nyari,Padadhari,Rajkot,90.0,,Earthen / Gravity & Masonry,4014.0,23.7,0.0,4,Vertisols,Cambisols,,,,1127.4,966.6,1008.2,711.8,1326.1,1028.02,19.87,,70,65,68.0,Good,Moderate,Moderate,225.21567885029674,1326.1,711.8,,
Nyari I Dam,22.2441,70.7094,"Drinking , Water Supply",Nyari,Rajkot,Rajkot,128.0,,Earthen,4206.0,18.0,1.8018,3,Unknown,Unknown,,,,1073.1,933.5,849.7,632.4,1343.9,966.52,19.19,,65,60,63.0,Moderate,Moderate,Moderate,264.6452191141945,1343.9,632.4,,
Odarka Dam,21.5047,72.1563,Irrigation,Local Stream,Ghogha Mahal,Bhavnagar,71.0,,Earthen,768.7,16.5,0.9009,3,Vertisols,Cambisols,,,,907.8,1340.5,902.9,898.0,1400.8,1090.0,15.24,,75,60,69.0,Good,Moderate,Moderate,257.10607732996124,1400.8,898.0,,
Ozat II Dam,21.3858,70.58,Irrigation,Makhania,Junagadh,Junagadh,69.0,,Earthen,789.45,13.5,0.9009,3,Vertisols,Cambisols,,,,1328.2,1133.6,873.1,951.0,1328.6,1122.9,18.24,,75,65,71.0,Good,Moderate,Good,210.07422497774445,1328.6,873.1,,
Panam Dam,23.0538,73.7166,"Hydroelectric,Irrigation,Navigation,Pisciculture",Panam,Santrampur,Panch Mahals,108.0,,Gravity & Masonry,269.45,56.36,17.1171,3,Vertisols,Leptosols,,,,1187.0,1149.6,921.0,1172.5,1383.7,1162.76,16.02,,60,65,62.0,Moderate,Moderate,Moderate,164.40651751071186,1383.7,921.0,,
Panch Devda Dam,22.1252,70.2147,Irrigation,Baren,Kalavad,Jamnagar,156.0,,Earthen,93.0,15.4,1.8018,4,Vertisols,Luvisols,,,,1323.2,900.8,832.3,623.4,1329.5,1001.84,19.76,,70,60,66.0,Good,Moderate,Moderate,313.3700097329035,1329.5,623.4,,
Panchavada Dam,21.6877,71.8788,Irrigation,Local Stream,Sihor,Bhavnagar,60.0,,Earthen,554.0,13.73,0.0,3,Vertisols,Cambisols,,,,1078.8,1103.6,825.0,686.5,1453.4,1029.46,16.7,,75,60,69.0,Good,Moderate,Moderate,294.56822299766145,1453.4,686.5,,
